Unnamed: 0,Source Data Set,Complex ID,PDB,Mutations,Ligand Chains,Receptor Chains,Ligand Name,Receptor Name,KD(M),Affinity Method,Structure Method,Temperature(K),Resolution(A),PDB PubMed ID,PDB Release Date,Affinity PubMed ID,Affinity Release Date,Subgroup
8290,Affinity Benchmark v5.5,"3CPH:A, G::PMID=16279951",3CPH,,G,A,Ras-related protein Sec4.GDP,Rab GDP-dissociation inhibitor,3.3e-07,,X-RAY DIFFRACTION,300.15,2.9,18426803.0,06/05/2008,16279951,2005 Nov,OTHER
8294,Affinity Benchmark v5.5,"1E4K:A, B, C::PMID=11544262",1E4K,,"A, B",C,FC fragment of human IgG 1,Human FCGR III,1.7e-06,,X-RAY DIFFRACTION,300.15,3.2,10917521.0,06/08/2000,11544262,2001 Nov 30,OTHER
8300,Affinity Benchmark v5.5,"1A2K:A, B, C::PMID=10681579",1A2K,,C,"A, B",Ran GTPase-GDP,Nuclear transport factor 2,1.5e-07,,,300.15,,,29/04/1998,10681579,2000 Feb 25,OTHER
8307,Affinity Benchmark v5.5,"1T6B:X, Y::PMID=15044490",1T6B,,X,Y,Anthrax protective antigen,Anthrax toxin receptor,1.7e-10,,X-RAY DIFFRACTION,295.15,2.5,15243628.0,20/07/2004,15044490,2004 May 28,OTHER
8315,Affinity Benchmark v5.5,"1IB1:A, B, E::PMID=11336675",1IB1,,"A, B",E,14-3-3 protein,Serotonin N-acteylase,2e-08,,X-RAY DIFFRACTION,279.15,2.7,11336675.0,02/05/2001,11336675,2001 Apr 20,OTHER
8340,Affinity Benchmark v5.5,"1K5D:A, B, C::PMID=14585972",1K5D,,"A, B",C,Ran GTPase.GNP-RanBD1,Ran GAP,3e-10,,X-RAY DIFFRACTION,295.15,2.7,11832950.0,13/02/2002,14585972,2003 Nov,OTHER
8344,Affinity Benchmark v5.5,"1IBR:A, B::PMID=10995230",1IBR,,A,B,Ran GTPase.GNP,Importin beta,1e-09,,X-RAY DIFFRACTION,295.15,2.3,10367892.0,03/06/1999,10995230,2000 Sep 26,OTHER
8355,Affinity Benchmark v5.5,"1US7:A, B::PMID=14718169",1US7,,A,B,Heat shock protein 82 N-ter domain,HSP90 co-chaperone CDC37 C-ter domain,1.5e-06,,X-RAY DIFFRACTION,305.15,2.3,14718169.0,15/01/2004,14718169,2004 Jan 9,OTHER
8356,Affinity Benchmark v5.5,"1RLB:A, B, C, D, E::PMID=8639713",1RLB,,"A, B, C, D",E,Transthyretin,Retinol binding protein,8e-07,,X-RAY DIFFRACTION,295.15,3.1,7754382.0,11/04/1996,8639713,1996 May 2,OTHER
8363,Affinity Benchmark v5.5,"4M76:A, B::PMID=24065820",4M76,,A,B,C3D,Integrin alpha-M CD11B A-domain,4.5e-07,,X-RAY DIFFRACTION,298.0,2.8,24065820.0,02/10/2013,24065820,2013 Oct 8,OTHER
8367,Affinity Benchmark v5.5,"1JWH:A, C, D::PMID=18824508",1JWH,,"C, D",A,Casein kinase II beta chain,Casein kinase II alpha chain,1.3e-08,,X-RAY DIFFRACTION,310.15,3.1,11574463.0,04/03/2002,18824508,2008 Dec,OTHER
8370,Affinity Benchmark v5.5,"1WQ1:G, R::PMID=8262937",1WQ1,,R,G,Ras GTPase.GDP,Ras GAP,1.7e-05,,X-RAY DIFFRACTION,305.15,2.5,9219684.0,15/07/1998,8262937,1993 Dec 25,OTHER
8387,Affinity Benchmark v5.5,"1I4D:A, B, D::PMID=11346801",1I4D,,D,"A, B",Rac GTPase.GDP,Arfaptin,3e-06,,X-RAY DIFFRACTION,297.15,2.5,11346801.0,16/05/2001,11346801,2001 May 10,OTHER
8398,Affinity Benchmark v5.5,"1WDW:A, B, D::PMID=12643278",1WDW,,"B, D",A,Tryptophan synthase beta chain 1,Tryptophan synthase alpha chain,2.5e-09,,X-RAY DIFFRACTION,325.15,3.0,16114878.0,12/07/2005,12643278,2003 Mar 14,OTHER
8403,Affinity Benchmark v5.5,"1GPW:A, B::PMID=Personal Communication with Reinhard Sterner, University of Regensburg, Germany..",1GPW,,A,B,HISF protein,Amidotransferase HISH,5e-09,,X-RAY DIFFRACTION,300.15,2.4,11839304.0,10/02/2002,"Personal Communication with Reinhard Sterner, University of Regensburg, Germany..",,OTHER
8404,Affinity Benchmark v5.5,"1PVH:A, B::PMID=14527405",1PVH,,A,B,IL6 receptor beta chain D2-D3 domains,Leukemia inhibitory factor,8e-08,,X-RAY DIFFRACTION,295.15,2.5,14527405.0,14/10/2003,14527405,2003 Sep,OTHER
8407,Affinity Benchmark v5.5,"1ZM4:A, B::PMID=12270928",1ZM4,,A,B,Elongation factor 2,Diphtheria toxin A catalytic domain,1.3e-06,,X-RAY DIFFRACTION,300.15,2.9,16107839.0,24/05/2005,12270928,2002 Nov 29,OTHER
8408,Affinity Benchmark v5.5,"1H1V:A, G::PMID=2836434",1H1V,,A,G,Actin,Gelsolin precursor C-term,2.5e-08,,X-RAY DIFFRACTION,295.15,2.99,12460571.0,24/01/2003,2836434,1988 May,OTHER
8414,Affinity Benchmark v5.5,"2FJU:A, B::PMID=12657629",2FJU,,B,A,Phospholipase beta 2,Rac1 GTPase.GDP,5.3e-06,,X-RAY DIFFRACTION,300.15,2.2,17115053.0,21/11/2006,12657629,2003 Jun 6,OTHER
