pdb,reason
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1PPF,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1DAN,mutant_dropped
1SMF,mutant_dropped
1SMF,mutant_dropped
1SMF,mutant_dropped
1SMF,mutant_dropped
1SMF,mutant_dropped
1FY8,mutant_dropped
1FY8,mutant_dropped
3TGK,mutant_dropped
1F5R,mutant_dropped
3BTD,mutant_dropped
3BTE,mutant_dropped
3BTF,mutant_dropped
3BTG,mutant_dropped
3BTH,mutant_dropped
3BTM,mutant_dropped
3BTQ,mutant_dropped
3BTW,mutant_dropped
3BTT,mutant_dropped
2SGP,mutant_dropped
1CSO,mutant_dropped
1CT0,mutant_dropped
1CT2,mutant_dropped
1CT4,mutant_dropped
2SGQ,mutant_dropped
1SGD,mutant_dropped
1SGE,mutant_dropped
1SGN,mutant_dropped
1SGP,mutant_dropped
1SGQ,mutant_dropped
1SGY,mutant_dropped
2NU0,mutant_dropped
2NU1,mutant_dropped
2NU2,mutant_dropped
2NU4,mutant_dropped
2J12,mutant_dropped
2J1K,mutant_dropped
2J1K,mutant_dropped
2J1K,mutant_dropped
1KAC,mutant_dropped
1KAC,mutant_dropped
1P69,mutant_dropped
1P6A,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1CHO,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
1R0R,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
3SGB,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
1PPF,mutant_dropped
5F4E,mutant_dropped
5F4E,mutant_dropped
5F4E,mutant_dropped
5F4E,mutant_dropped
5F4E,mutant_dropped
5F4E,mutant_dropped
5F4E,mutant_dropped
5F4E,mutant_dropped
5F4E,mutant_dropped
5F4E,mutant_dropped
5F4E,mutant_dropped
5F4E,mutant_dropped
5F4E,mutant_dropped
3SF4,mutant_dropped
3SF4,mutant_dropped
3SF4,mutant_dropped
3SF4,mutant_dropped
3SF4,mutant_dropped
4G2V,mutant_dropped
4G2V,mutant_dropped
4G2V,mutant_dropped
4WND,mutant_dropped
4WND,mutant_dropped
4WND,mutant_dropped
2VLR,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
2P5E,mutant_dropped
2P5E,mutant_dropped
2P5E,mutant_dropped
2P5E,mutant_dropped
2P5E,mutant_dropped
2PYE,mutant_dropped
2PYE,mutant_dropped
2PYE,mutant_dropped
2PYE,mutant_dropped
2PYE,mutant_dropped
3QDG,mutant_dropped
3QDG,mutant_dropped
3QDG,mutant_dropped
3QDG,mutant_dropped
3QDG,mutant_dropped
3QDG,mutant_dropped
3QDG,mutant_dropped
3QDG,mutant_dropped
3QDG,mutant_dropped
3QDG,mutant_dropped
3QDG,mutant_dropped
3QDG,mutant_dropped
3QDG,mutant_dropped
3QDG,mutant_dropped
3QDG,mutant_dropped
3QDG,mutant_dropped
3QDJ,mutant_dropped
3QDJ,mutant_dropped
3QDJ,mutant_dropped
3QDJ,mutant_dropped
3QDJ,mutant_dropped
3QDJ,mutant_dropped
3QDJ,mutant_dropped
3QDJ,mutant_dropped
3QDJ,mutant_dropped
3QDJ,mutant_dropped
3QDJ,mutant_dropped
3QDJ,mutant_dropped
3QDJ,mutant_dropped
3QDJ,mutant_dropped
3QDJ,mutant_dropped
3QDJ,mutant_dropped
4L3E,mutant_dropped
4L3E,mutant_dropped
4L3E,mutant_dropped
4L3E,mutant_dropped
4L3E,mutant_dropped
4L3E,mutant_dropped
4L3E,mutant_dropped
4L3E,mutant_dropped
4L3E,mutant_dropped
4L3E,mutant_dropped
4L3E,mutant_dropped
4L3E,mutant_dropped
1BD2,mutant_dropped
1BD2,mutant_dropped
1BD2,mutant_dropped
1BD2,mutant_dropped
1BD2,mutant_dropped
1BD2,mutant_dropped
1BD2,mutant_dropped
1BD2,mutant_dropped
1BD2,mutant_dropped
1BD2,mutant_dropped
1BD2,mutant_dropped
1BD2,mutant_dropped
1BD2,mutant_dropped
1BD2,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
4FTV,mutant_dropped
4FTV,mutant_dropped
4FTV,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
4FTV,mutant_dropped
4FTV,mutant_dropped
4FTV,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
4FTV,mutant_dropped
4FTV,mutant_dropped
4FTV,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
3D3V,mutant_dropped
3D3V,mutant_dropped
3D3V,mutant_dropped
3D3V,mutant_dropped
3D3V,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
3D3V,mutant_dropped
3D3V,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
5E9D,mutant_dropped
5E9D,mutant_dropped
5E9D,mutant_dropped
5E9D,mutant_dropped
5E9D,mutant_dropped
5E9D,mutant_dropped
5E9D,mutant_dropped
5E9D,mutant_dropped
5E9D,mutant_dropped
5E9D,mutant_dropped
5E9D,mutant_dropped
5E9D,mutant_dropped
5E9D,mutant_dropped
5E9D,mutant_dropped
5E9D,mutant_dropped
5E9D,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
4FTV,mutant_dropped
4FTV,mutant_dropped
4FTV,mutant_dropped
4FTV,mutant_dropped
4FTV,mutant_dropped
4FTV,mutant_dropped
1AO7,mutant_dropped
3QFJ,mutant_dropped
4JFF,mutant_dropped
4JFF,mutant_dropped
4JFF,mutant_dropped
4JFF,mutant_dropped
4JFF,mutant_dropped
4JFF,mutant_dropped
4JFD,mutant_dropped
4JFD,mutant_dropped
4JFD,mutant_dropped
4JFD,mutant_dropped
4JFD,mutant_dropped
4JFD,mutant_dropped
4JFE,mutant_dropped
4JFE,mutant_dropped
4JFE,mutant_dropped
4JFE,mutant_dropped
4JFE,mutant_dropped
4JFE,mutant_dropped
3QDJ,mutant_dropped
3PWP,mutant_dropped
3PWP,mutant_dropped
1AO7,mutant_dropped
3H9S,mutant_dropped
2OI9,mutant_dropped
2E7L,mutant_dropped
1BD2,mutant_dropped
1BD2,mutant_dropped
1BD2,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1LP9,mutant_dropped
1LP9,mutant_dropped
1LP9,mutant_dropped
2UWE,mutant_dropped
2JCC,mutant_dropped
2J8U,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1BD2,mutant_dropped
1AO7,mutant_dropped
1QSE,mutant_dropped
1QRN,mutant_dropped
1QSF,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
1MI5,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
2AK4,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
2BNR,mutant_dropped
2BNR,mutant_dropped
2BNR,mutant_dropped
2BNR,mutant_dropped
2BNR,mutant_dropped
2BNR,mutant_dropped
2BNR,mutant_dropped
2BNR,mutant_dropped
2BNR,mutant_dropped
2BNR,mutant_dropped
2BNR,mutant_dropped
2BNR,mutant_dropped
2BNR,mutant_dropped
2BNR,mutant_dropped
2BNR,mutant_dropped
2BNR,mutant_dropped
2BNR,mutant_dropped
2BNR,mutant_dropped
2BNR,mutant_dropped
2BNR,mutant_dropped
2BNR,mutant_dropped
2BNR,mutant_dropped
2BNR,mutant_dropped
2BNR,mutant_dropped
2BNR,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
1OGA,mutant_dropped
2BNR,mutant_dropped
2BNQ,mutant_dropped
3HG1,mutant_dropped
3HG1,mutant_dropped
3HG1,mutant_dropped
3HG1,mutant_dropped
3HG1,mutant_dropped
3HG1,mutant_dropped
3HG1,mutant_dropped
3HG1,mutant_dropped
4MNQ,mutant_dropped
4MNQ,mutant_dropped
4MNQ,mutant_dropped
4MNQ,mutant_dropped
4MNQ,mutant_dropped
4MNQ,mutant_dropped
4MNQ,mutant_dropped
4MNQ,mutant_dropped
4MNQ,mutant_dropped
4MNQ,mutant_dropped
4MNQ,mutant_dropped
4MNQ,mutant_dropped
4MNQ,mutant_dropped
4MNQ,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1AO7,mutant_dropped
1YY9,mutant_dropped
1YY9,mutant_dropped
1YY9,mutant_dropped
