pdb,reason,ligand_len,receptor_len,size_source,subgroup,pdb_path,n_ca_ligand,n_ca_receptor,dN_ligand_nm,dN_receptor_nm,temperature_k
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1DAN,too_small_partner_len,386.0,191.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1DAN.pdb,386.0,191.0,1.0707125663757324,1.0406184196472168,
1NMB,KEEP,388.0,231.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1NMB.pdb,388.0,231.0,1.4029545783996582,1.4318511486053467,298.0
1NMB,KEEP,388.0,231.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1NMB.pdb,388.0,231.0,1.4029545783996582,1.4318511486053467,298.0
1NMB,KEEP,388.0,231.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1NMB.pdb,388.0,231.0,1.4029545783996582,1.4318511486053467,298.0
1NMB,KEEP,388.0,231.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1NMB.pdb,388.0,231.0,1.4029545783996582,1.4318511486053467,298.0
1NMB,KEEP,388.0,231.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1NMB.pdb,388.0,231.0,1.4029545783996582,1.4318511486053467,298.0
1NMB,KEEP,388.0,231.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1NMB.pdb,388.0,231.0,1.4029545783996582,1.4318511486053467,298.0
1NMB,KEEP,388.0,231.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1NMB.pdb,388.0,231.0,1.4029545783996582,1.4318511486053467,298.0
1NMB,KEEP,388.0,231.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1NMB.pdb,388.0,231.0,1.4029545783996582,1.4318511486053467,298.0
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332,
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332,
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332,
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332,
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332,
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332,
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332,
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332,
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332,
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332,
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332,
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332,
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332,
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332,
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332,
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332,
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332,
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332,
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332,
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332,
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332,
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332,
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332,
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332,
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332,
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332,
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332,
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332,
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332,
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332,
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332,
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332,
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332,
1VFB,too_small_partner_len,223.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\1VFB.pdb,223.0,129.0,1.4783611297607422,1.8785099983215332,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
3HFM,too_small_partner_len,429.0,129.0,modeled_cache,OTHER,src\bridging\generatedData\pdb_cache\3HFM.pdb,429.0,129.0,1.427747368812561,1.6157969236373901,
